email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
"Subj: Case 0754 - Printer says 'paper jam' but theres no paper, how to clear? not urgent.",technical_support,low,,printer,printer says paper jam but theres no paper how to clear not urgent,66,13
"Printer ink smudges and prints light, ink quality is terrible. Not happy.",complaints,,,printer,printer ink smudges and prints light ink quality is terrible not happy,70,12
"Sales rep request: Toronto area (Canada). We're a 60 person org, need help this week.",sales_reps,medium,,,sales rep request toronto area canada we re a 60 person org need help this week,79,16
Need price + if available for SKU AB-2234 (USB-C cable 1m). qty 150. pls reply today,pricing_and_availability,high,,,need price if available for sku ab 2234 usb c cable 1m qty 150 pls reply today,78,17
I was billed twice for order 510992 (same amount 89.00). Can you refund one of the charges asap,refund_request,,510992.0,,i was billed twice for order 510992 same amount 89 00 can you refund one of the charges asap,92,19
"Subj: Case 0604 - Looking to register as vendor: DeltaRack Installers, business type installer, region US-South.",vendor_registration,,,,looking to register as vendor deltarack installers business type installer region us south,90,13
The courier says delivered yesterday but my router is missing. Order 6670043. Pls assist.,delivery_issue,medium,6670043.0,router,the courier says delivered yesterday but my router is missing order 6670043 pls assist,86,14
"Applying to be a supplier: NorthPeak GmbH, component distributor, DACH region.",vendor_registration,,,,applying to be a supplier northpeak gmbh component distributor dach region,74,11
Printer 18181 missing ink cartridges on delivery,delivery_issue,medium,18181.0,printer,printer 18181 missing ink cartridges on delivery,48,7
"Subj: Case 0027 - Monitor order 51027 arrived w/ wrong power cable (EU plug), need correct one pls.",delivery_issue,medium,51027.0,monitor,monitor order 51027 arrived w wrong power cable eu plug need correct one pls,76,14
"Subj: Case 0262 - Invoice for order 63035 needed today, AP will reject without it.",invoice_request,high,63035.0,,invoice for order 63035 needed today ap will reject without it,62,11
"Subj: Case 0405 - Need pricing on cables qty 10, just checking.",pricing,low,,cables,need pricing on cables qty 10 just checking,43,8
Monitor M-900 availability for 3 units pls,availability,,,monitor,monitor m 900 availability for 3 units pls,42,8
"Hi, can you tell me if order 408116 has shipped yet? It's just some ethernet cables for the lab.",order_status,,408116.0,cables,hi can you tell me if order 408116 has shipped yet it s just some ethernet cables for the lab,93,20
We want to register as a vendor. Company name: NorthBridge IT Services. We’re an LLC in the Midwest (US). What’s the next step?,vendor_registration,,,,we want to register as a vendor company name northbridge it services we re an llc in the midwest us what s the next step,120,25
Where can I find the quick start guide for the tablet? version 1.0 pls.,product_docs,,,tablet,where can i find the quick start guide for the tablet version 1 0 pls,69,15
Charge posted to wrong customer for order 44444 amount 200,credit_and_collections,,44444.0,,charge posted to wrong customer for order 44444 amount 200,58,10
"Pricing for cables — need 500, what's price per meter? Project starts in 2 months.",pricing,low,,cables,pricing for cables need 500 what s price per meter project starts in 2 months,77,15
"Subj: Case 0565 - Who handles sales for Poland? company size 75, not urgent.",sales_reps,low,,,who handles sales for poland company size 75 not urgent,55,10
"Subj: Case 0948 - Availability check for RT-MESH6 qty 1 and also price quote, pls reply soon.",multiple_intents,,,,availability check for rt mesh6 qty 1 and also price quote pls reply soon,73,14
"I'm pretty dissapointed. The printer keeps jamming straight out of the box, like every 3 pages. This is not ok.",complaints,,,printer,i m pretty dissapointed the printer keeps jamming straight out of the box like every 3 pages this is not ok,107,21
Need tech help: router keeps dropping wifi every 10 mins after setup. Can someone help asap?,technical_support,high,,router,need tech help router keeps dropping wifi every 10 mins after setup can someone help asap,89,16
"Subj: Case 0065 - Quick stock question: laptop sku LT-5500, need 1 unit only.",availability,,,laptop,quick stock question laptop sku lt 5500 need 1 unit only,56,11
Could you email invoice for 44044 covering Feb 2026 asap,invoice_request,high,44044.0,,could you email invoice for 44044 covering feb 2026 asap,56,10
Can you swap the router model in order 7422110 to the dual-band version?,order_modification_request,medium,7422110.0,,can you swap the router model in order 7422110 to the dual band version,71,14
"Subj: Case 0665 - Return software license order 66027, reason: duplicate purchase.",return_request,,66027.0,software license,return software license order 66027 reason duplicate purchase,61,8
Order 6402210 has an extra 5.25 charge labeled 'misc'. Why?,credit_and_collections,,6402210.0,,order 6402210 has an extra 5 25 charge labeled misc why,55,11
"Subj: Case 0592 - Vendor setup pls: BlueCanyon Logistics, business type 3PL, region US-West.",vendor_registration,,,,vendor setup pls bluecanyon logistics business type 3pl region us west,70,11
"Subj: Case 0139 - Monitor stand wobbles a lot, feels unsafe.",complaints,,,monitor,monitor stand wobbles a lot feels unsafe,40,7
"Check PN-77 availability for 2 units, low urgency",pricing_and_availability,low,,,check pn 77 availability for 2 units low urgency,48,9
"Need user manual for the tablet, v3 if possible. Thanks!",product_docs,,,tablet,need user manual for the tablet v3 if possible thanks,53,10
"Subj: Case 0766 - Tablet wont join our WiFi (WPA2 enterprise), need help asap.",technical_support,high,,tablet,tablet wont join our wifi wpa2 enterprise need help asap,56,10
Subj: Case 0064 - Need monitor stands/monitor sku MN-7721 avail? qty 2.,availability,,,monitor,need monitor stands monitor sku mn 7721 avail qty 2,51,10
"Subj: Case 0645 - Return for order 66007 keyboard, reason: keys sticking.",return_request,,66007.0,keyboard,return for order 66007 keyboard reason keys sticking,52,8
"Need invoice for 90909 period: 2026-05, medium",invoice_request,medium,90909.0,,need invoice for 90909 period 2026 05 medium,44,8
"Subj: Case 0364 - Tablet order 65044: status check, ordered end of last month.",order_status,,65044.0,tablet,tablet order 65044 status check ordered end of last month,57,10
"Update billing on 80808 to new billing contact, medium pls",order_modification_request,medium,80808.0,,update billing on 80808 to new billing contact medium pls,57,10
"Subj: Case 0255 - Need invoice for order 63030, please include ship-to, thanks.",invoice_request,medium,63030.0,,need invoice for order 63030 please include ship to thanks,58,10
"Subj: Case 0535 - Can you connect me with your Northeast US rep? enterprise (5k staff), urgent.",sales_reps,high,,,can you connect me with your northeast us rep enterprise 5k staff urgent,72,13
"Subj: Case 0025 - keyboard on order 51025 never arrived, only got the monitor in the shipment.",delivery_issue,medium,51025.0,keyboard,keyboard on order 51025 never arrived only got the monitor in the shipment,74,13
"Quick q: SKU MON-27Q2, do you still sell it and how much? Need 6.",pricing_and_availability,low,,,quick q sku mon 27q2 do you still sell it and how much need 6,61,15
Subj: Case 0452 - Need quote + availability for RT-POE9 qty 7 asap.,pricing_and_availability,high,,,need quote availability for rt poe9 qty 7 asap,46,9
"Need user manual for server rack, assembly guide v1.1 if possible.",product_docs,,,server rack,need user manual for server rack assembly guide v1 1 if possible,64,12
"Order 77190 missing parts, monitor stand screws not included. Need them fast.",delivery_issue,medium,77190.0,monitor,order 77190 missing parts monitor stand screws not included need them fast,74,12
"Refund order 57575 amount 350.00 — unit DOA, please process refund quick.",refund_request,,57575.0,,refund order 57575 amount 350 00 unit doa please process refund quick,69,12
"I want to register: GearHouse, wholesaler, region: Africa",vendor_registration,,,,i want to register gearhouse wholesaler region africa,53,8
"Add 3 monitors to order 33433 please, medium urgency",order_modification_request,medium,33433.0,,add 3 monitors to order 33433 please medium urgency,51,9
Can I modify order 88090 to remove the printer and add a monitor instead?,order_modification_request,medium,88090.0,,can i modify order 88090 to remove the printer and add a monitor instead,72,14
"Hey sales, can someone from NA contact us? Large enterprise, 5000 employees, need custom quote",sales_reps,high,,,hey sales can someone from na contact us large enterprise 5000 employees need custom quote,90,15
"I filed a dispute for order 45455, amount 59.00 with collections, please respond",credit_and_collections,,45455.0,,i filed a dispute for order 45455 amount 59 00 with collections please respond,78,14
"Monitor drivers crash on startup, windows reports driver stop code, pls assist urgently.",technical_support,high,,monitor,monitor drivers crash on startup windows reports driver stop code pls assist urgently,85,13
"Subj: Case 0180 - Our account got put on stop ship due to order 62019, amount $95.00, pls advise.",credit_and_collections,,62019.0,,our account got put on stop ship due to order 62019 amount 95 00 pls advise,75,16
Can you help me reset my password for the customer portal? I can't log in and keep getting locked out.,out_of_scope,,,,can you help me reset my password for the customer portal i can t log in and keep getting locked out,100,21
